recipe_id,recipe_name,url,ingredients_dict,preparation_time,cooking_time
194,Paneer Lababdar,https://www.youtube.com/watch?v=1DbrPChGnpk,"{'OIL': 8, 'CUMIN SEEDS': 2, 'GARLIC': 10, 'GINGER': 2, 'GREEN CHILLI': 5, 'ONION': 4, 'BAY LEAF': 2, 'CINNAMON': 1, 'GREEN CARDAMOM': 4, 'TOMATO': 5, 'CORIANDER STEM': 3, 'SALT': 0, 'KASHMIRI RED CHILLI POWDER': 2, 'TURMERIC POWDER': 0.5, 'KASHMIRI RED CHILLI': 5, 'CASHEW': 15, 'MELON SEEDS': 3, 'HOT WATER': 0, 'PANEER': 500, 'FRESH CREAM': 4, 'BUTTER': 2, 'ROASTED KASURI METHI POWDER': 0.5, 'GARAM MASALA': 0, 'FRESH CORIANDER': 0, 'CAPSICUM': 1, 'SUGAR': 0}",20.0,30.0
195,Veg Red Thai Curry,https://www.youtube.com/watch?v=GWBxYDLRpD8,"{'COCONUT MILK': 500, 'RED THAI CURRY PASTE': 0.5, 'WATER': 600, 'BABY CORN': 0.33, 'CARROT': 0.33, 'MUSHROOM': 0.33, 'BROCCOLI': 0.33, 'CAPSICUM': 0.33, 'RED BELL PEPPER': 0.33, 'SALT': 0, 'BROWN SUGAR': 1.5, 'BASIL LEAVES': 0, 'KAFFIR LIME LEAVES': 7, 'RED CHILLI': 2}",20.0,30.0
196,Veg Dum Biryani,https://www.youtube.com/watch?v=HP2bVwNHJfM,"{'CORIANDER SEEDS': 2, 'CUMIN SEEDS': 1, 'CARAWAY SEEDS': 1, 'GREEN CARDAMOM': 3, 'BLACK CARDAMOM': 5, 'CINNAMON': 0.5, 'BLACK PEPPERCORNS': 3, 'SPICY RED CHILLIES': 7, 'BAY LEAF': 2, 'CLOVES': 3, 'MACE': 3, 'KASURI METHI': 1, 'TURMERIC POWDER': 0.5, 'NUTMEG': 0.5, 'SALT': 1, 'ONION': 750, 'CURD': 250, 'GINGER GARLIC PASTE': 3, 'GREEN CHILLI PASTE': 3, 'BIRYANI MASALA': 2, 'KASHMIRI RED CHILLI POWDER': 2, 'SPICY RED CHILLI POWDER': 1, 'CORIANDER POWDER': 1, 'BIRISTA OIL': 3, 'FRESH CORIANDER': 1, 'MINT': 1, 'CAULIFLOWER': 0.5, 'CARROT': 1.5, 'FRENCH BEANS': 0.33, 'POTATO': 2, 'GREEN PEAS': 0.33, 'BIRISTA': 80, 'LIVE CHARCOAL': 0, 'GHEE': 0, 'HOT WATER': 1, 'BASMATI RICE': 500, 'STAR ANISE': 1, 'GREEN CHILLI': 2, 'LEMON JUICE': 0.5}",30.0,75.0
197,Crispy chicken burger,https://www.youtube.com/watch?v=_QaR_E-3zVs,"{'CHICKEN': '500g', 'TOMATOES': '1', 'LETTUCE': '1', 'BUTTER': '0'}",25.0,20.0
198,Eggless Burger Buns,https://www.youtube.com/watch?v=HwofXfOaYa8,"{'WATER': 150, 'SUGAR': 0.5, 'INSTANT YEAST': 6, 'POTATO': 80, 'REFINED FLOUR': 320, 'SALT': 1, 'UNSALTED BUTTER': 25, 'OIL': 0, 'MILK': 0, 'BUTTER': 0}",10.0,150.0
199,Sabudana Khichdi,https://www.youtube.com/watch?v=9zSoII4rYS0,"{'SABUDANA': 1.5, 'WATER': 1.5, 'PEANUTS': 0.5, 'GHEE': 2, 'CUMIN SEEDS': 2, 'GREEN CHILLI': 2, 'CURRY LEAVES': 10, 'POTATO': 2, 'SALT': 0, 'SUGAR': 0.5, 'LEMON JUICE': 0.5}",10.0,15.0
200,Paneer Tikka Masala,https://www.youtube.com/watch?v=lxXaljt2JdU,"{'PANEER': '250g', 'ONIONS': '2', 'TOMATOES': '3', 'GREEN CHILLIES': '2', 'GINGER-GARLIC PASTE': '2 tbsp', 'CREAM': '1/2 cup'}",20.0,30.0
201,Gobi Manchurian,https://www.youtube.com/watch?v=F6Czd-2dwN0,"{'CAULIFLOWER': 1, 'WATER': 4, 'SALT': 0, 'REFINED FLOUR': 0.5, 'CORN FLOUR': 2, 'BLACK PEPPER POWDER': 0, 'KASHMIRI RED CHILLI POWDER': 2, 'OIL': 2, 'ONION': 0.5, 'GINGER': 1, 'GARLIC': 2, 'GREEN CHILLI': 2, 'CAPSICUM': 0.5, 'SPRING ONION BULBS': 2, 'CORIANDER STEM': 0.5, 'SOY SAUCE': 2, 'GREEN CHILLI PASTE': 0, 'KETCHUP': 1, 'RED CHILLI SAUCE': 1, 'WHITE PEPPER POWDER': 0, 'FRESH CORIANDER': 0, 'SPRING ONION GREENS': 0, 'GARAM MASALA': 0}",15.0,25.0
202,Dum Aloo,https://www.youtube.com/watch?v=ZBwB53EvrRo,"{'POTATO': 500, 'WATER': 0, 'SALT': 0, 'MUSTARD OIL': 0, 'BLACK CARDAMOM': 2, 'GREEN CARDAMOM': 4, 'CINNAMON': 2, 'CUMIN SEEDS': 0.5, 'BAY LEAF': 2, 'CLOVES': 5, 'KASHMIRI RED CHILLI POWDER': 3, 'ASAFOETIDA': 1, 'FENNEL SEED POWDER': 2, 'GINGER POWDER': 1, 'HOT WATER': 0}",15.0,40.0
203,Thatte Idli,https://www.youtube.com/watch?v=Yl0vTeEsLHo,"{'PARBOILED RICE': 3, 'URAD GOTA': 1, 'SABUDANA': 2, 'POHA': 0.33, 'FENUGREEK SEEDS': 2, 'WATER': 0, 'SALT': 0, 'BANANA LEAF': 0, 'OIL': 0}",15.0,30.0
204,Rajma Chawal,https://www.youtube.com/watch?v=gEzKF024ckE,"{'RAJMA': '1 cup', 'RICE': '1 cup'}",0.0,45.0
205,Railway Cutlet,https://www.youtube.com/watch?v=dBwOtmRySq8,"{'OIL': 2, 'CUMIN SEEDS': 0.5, 'GINGER': 1, 'GREEN CHILLI': 2, 'ASAFOETIDA': 0, 'CARROT': 1, 'BEETROOT': 1, 'FRENCH BEANS': 0.33, 'GREEN PEAS': 0.33, 'TURMERIC POWDER': 0.25, 'CORIANDER POWDER': 2, 'SPICY RED CHILLI POWDER': 1, 'GARAM MASALA': 0.25, 'BLACK PEPPER POWDER': 0, 'SALT': 0, 'POTATO': 4.5, 'CORN FLOUR': 1, 'BREADCRUMBS': 3, 'DRY MANGO POWDER': 2, 'FRESH CORIANDER': 0, 'REFINED FLOUR': 4, 'WATER': 0}",20.0,20.0
206,Kali mirch Tikka,https://www.youtube.com/watch?v=jZQT6wnyeD4,"{'CHICKEN': 500, 'SALT': 0, 'LEMON JUICE': 2, 'GINGER GARLIC PASTE': 2, 'CASHEW': 18, 'FRESH CREAM': 4, 'GREEN CHILLI': 1, 'CORIANDER POWDER': 1, 'CUMIN POWDER': 0.5, 'GARAM MASALA': 0, 'BLACK SALT': 0, 'ROASTED KASURI METHI POWDER': 0, 'CARDAMOM POWDER': 0, 'HUNG CURD': 0.75, 'BLACK PEPPERCORNS': 1.5, 'CORN FLOUR': 1, 'GHEE': 0, 'BUTTER': 0}",20.0,20.0
207,Granola Bars,https://www.youtube.com/watch?v=c9EYy5g-DRQ,"{'ROLLED OATS': 2, 'ALMOND': 0.5, 'CASHEW': 0.5, 'WALNUT': 0.25, 'PUMPKIN SEEDS': 0.5, 'SUNFLOWER SEEDS': 0.5, 'FLAX SEEDS': 2, 'DATES': 20, 'DRIED CRANBERRY': 0.25, 'DRIED BLUEBERRY': 0.25, 'HONEY': 0.5, 'DARK CHOCOLATE': 250, 'COCONUT OIL': 1}",15.0,30.0
208,Rajma Chawal,https://www.youtube.com/watch?v=J3NKns4zl_Q,"{'RAJMA': '1 cup', 'RICE': '1 cup'}",10.0,30.0
209,Tomato Rasam,https://www.youtube.com/watch?v=YIWBthqArCM,"{'TUR DAL': '1/4 CUP', 'WATER': 'AS REQUIRED', 'TURMERIC POWDER': '1/4 TSP', 'OIL': '2 TBSP', 'RED CHILLI': '3-4', 'MUSTARD SEEDS': '1/2 TSP', 'CURRY LEAVES': '12-15 NOS.', 'GARLIC': '5-6 CLOVES', 'ASAFOETIDA': '1/2 TSP', 'TOMATO': '2 NOS.', 'SALT': 'TO TASTE', 'CORIANDER STEM': 'A HANDFUL', 'TAMARIND': 'LEMON SIZED BALL', 'GREEN CHILLI': '2 NOS.', 'JAGGERY': '1 TBSP', 'RASAM POWDER': '2 TBSP', 'BLACK PEPPERCORNS': 'A PINCH', 'FRESH CORIANDER': 'A LARGE HANDFUL'}",15.0,20.0
210,Amritsari Chole Bhature,https://www.youtube.com/watch?v=VgmxulUH4tw,"{'CHICKPEAS': 2, 'DRY AAVLA': 1, 'TEA LEAVES': 2, 'CAROM SEEDS': 1, 'BLACK CARDAMOM': 2, 'GREEN CARDAMOM': 3, 'CLOVES': 3, 'BLACK PEPPERCORNS': 3, 'CINNAMON STICK': 1, 'BAY LEAF': 3, 'GARLIC': 6, 'BAKING SODA': 0.5, 'CHANA MASALA': 3, 'OIL': 4, 'ONIONS': 4, 'GINGER GARLIC PASTE': 3, 'GREEN CHILLI': 1, 'TURMERIC POWDER': 0.25, 'SPICY RED CHILLI POWDER': 2, 'CORIANDER POWDER': 1, 'CUMIN POWDER': 1, 'TOMATO PUREE': 4, 'ROASTED KASURI METHI POWDER': 1, 'GHEE': 2, 'FRESH CORIANDER': 1, 'REFINED FLOUR': 2, 'SEMOLINA': 0.25, 'POWDERED SUGAR': 1, 'BAKING POWDER': 0.5, 'CURD': 0.33, 'WATER': 0.75}",0.0,0.0
211,Dal Baati Churma,https://www.youtube.com/watch?v=k4gCxWEInEE,"{'MOONG DAL': '1 cup', 'CHANA DAL': '1/2 cup', 'WHEAT FLOUR': '2 cups', 'GHEE': '1/2 cup', 'SUGAR': '1/2 cup', 'WATER': 'as needed'}",30.0,60.0
212,Mutton Rogan Josh,https://www.youtube.com/watch?v=ZaZNZdehT0E,"{'MUSTARD OIL': '1/3 CUP', 'BAY LEAF': '2 NOS.', 'CINNAMON': '2 INCH', 'GREEN CARDAMOM': '5 NOS.', 'BLACK CARDAMOM': '2 NOS.', 'CLOVES': '4 NOS.', 'JAVITRI': '1 NO.', 'NUTMEG': 'A SMALL PIECE', 'MUTTON': '1 KG', 'CURD': '3/4 CUP', 'FENNEL SEED POWDER': '2 TSP', 'ASAFOETIDA': '1 TSP', 'GINGER POWDER': '1 TBSP', 'SAFFRON': 'A FEW STRANDS', 'KASHMIRI RED CHILLI POWDER': '3 TBSP', 'SPICY RED': '1 TSP', 'CUMIN POWDER': '1 TSP', 'GARAM MASALA': '1/4 TSP', 'SALT': 'TO TASTE', 'HOT WATER': 'AS REQUIRED', 'RATAN JOT': '1 PIECES', 'GHEE': '3 TBSP'}",10.0,75.0
213,Pesto Pasta,https://www.youtube.com/watch?v=-WXdkJEJ4kE,"{'OLIVE OIL': 5, 'GARLIC': 1, 'WALNUT': 4, 'SALT': 1, 'BASIL LEAVES': 100, 'PARMESAN CHEESE': 50, 'PASTA': 250}",15.0,15.0
214,Chicken Biryani,https://www.youtube.com/watch?v=ulIcCUJ9OHk,"{'CHICKEN': '500g', 'ONION': '2', 'TOMATOES': '2', 'RICE': '2 cups', 'YOGURT': '1 cup', 'GINGER-GARLIC PASTE': '2 tbsp'}",30.0,45.0
216,Undhiyu,https://www.youtube.com/watch?v=76WP69qtDi8,"{'SURTI PAPDI': 150, 'BEANS': 100, 'TUR': 100, 'FENUGREEK': 1, 'GRAM FLOUR': 0.75, 'WHEAT FLOUR': 0.5, 'OIL': 2, 'POTATO': 2, 'SWEET POTATO': 1, 'PURPLE YAM': 1, 'GREEN GARLIC': 100, 'FRESH CORIANDER': 0.5, 'PEANUTS': 0.25, 'SESAME SEEDS': 2, 'GREEN CHILLI': 4, 'COCONUT': 0.25, 'BRINJAL': 6}",40.0,75.0
217,Chicken Chopper Rice,https://www.youtube.com/watch?v=Ip-QHG-aqHo,"{'OIL': 2, 'SPRING ONION BULBS': 0.33, 'FRENCH BEANS': 0.33, 'CARROT': 0.33, 'CABBAGE': 0.33, 'SUGAR': 'A PINCH', 'EGG': 1, 'SELA BASMATI': 5, 'WHITE PEPPER POWDER': 'A PINCH', 'AROMAT POWDER': 'A PINCH', 'LIGHT SOY SAUCE': 1, 'VINEGAR': 1, 'SPRING ONION GREENS': 'A SMALL HANDFUL', 'CHICKEN': 250, 'EGGS': 3, 'BLACK PEPPER POWDER': 'A PINCH', 'WHISKED EGGS': 2, 'CORN FLOUR': 1, 'GINGER': 1, 'GARLIC': 2, 'GREEN CHILLI': 1, 'KETCHUP': 2, 'RED CHILLI SAUCE': 3, 'SCHEZWAN SAUCE': 1, 'GREEN CHILLI PASTE': 1, 'DARK SOY SAUCE': 0.25, 'HOT WATER / CHICKEN STOCK': 'AS REQUIRED', 'WATER': 4}",30.0,25.0
218,Paneer Paratha,https://www.youtube.com/watch?v=Y22qReZN7ng,"{'WHEAT FLOUR': 3, 'SALT': 0, 'WATER': 0, 'OIL': 1, 'GREEN GARLIC': 20, 'GREEN CHILLI': 4, 'FRESH CORIANDER': 0, 'MINT': 0, 'GINGER': 1, 'PANEER': 200, 'BLACK PEPPERCORNS': 0, 'CORIANDER SEEDS': 1, 'ROASTED ANARDANA POWDER': 1, 'CUMIN POWDER': 0.5, 'BLACK SALT': 0, 'SPRING ONION GREENS': 0, 'ONION': 1, 'GHEE': 0.5}",15.0,20.0
219,Dal Tadka,https://www.youtube.com/watch?v=8c_scYUN5uc,"{'TOOR DAL': 0.5, 'CHANA DAL': 2, 'MASOOR DAL': 2, 'GREEN CHILLI': 1, 'SALT': 0, 'TURMERIC POWDER': 0.25, 'GINGER': 1, 'WATER': 2.5, 'GHEE': 2, 'CUMIN SEEDS': 1, 'RED CHILLI': 1, 'GARLIC': 1, 'ONION': 1, 'TOMATO': 1, 'KASHMIRI / DEGI RED CHILLI POWDER': 0.5, 'CORIANDER POWDER': 0.5, 'GARAM MASALA': 0, 'ROASTED KASURI METHI POWDER': 0, 'DRY MANGO POWDER': 0.5, 'BUTTER': 1, 'FRESH CORIANDER': 0}",25.0,35.0
220,Til Gud Laddoo,https://www.youtube.com/watch?v=M11S3X2Iwek,"{'WHITE SESAME SEEDS': 170, 'PEANUTS': 0.25, 'JAGGERY': 150, 'GREEN CARDAMOM POWDER': 0.5, 'GHEE': 0.5}",10.0,15.0
221,Chicken Biryani,https://www.youtube.com/watch?v=IK9Uqpa9X20,"{'CHICKEN': '500g', 'ONION': '2', 'TOMATOES': '2', 'RICE': '2 cups', 'YOGURT': '1 cup', 'GINGER GARLIC PASTE': '2 tbsp'}",30.0,45.0
222,Butter Chicken Momos,https://www.youtube.com/watch?v=Si3MD_sYu7o,"{'OIL': 2, 'BUTTER': 3, 'CUMIN SEEDS': 1, 'ONION': 2, 'TOMATO': 6, 'GARLIC': 15, 'GINGER': 2, 'GREEN CHILLI': 5, 'CORIANDER STEM': 1, 'CASHEW': 7, 'KASHMIRI RED CHILLI': 5, 'GREEN CARDAMOM': 3, 'TURMERIC POWDER': 0.25, 'KASHMIRI RED CHILLI POWDER': 1.25, 'CORIANDER POWDER': 0.5, 'SALT': 0, 'HOT WATER': 0, 'WATER': 0, 'FRESH CREAM': 2, 'KASURI METHI POWDER': 0, 'GARAM MASALA': 0, 'FRESH CORIANDER': 0, 'REFINED FLOUR': 2, 'CHICKEN': 500, 'SPRING ONION GREENS': 0, 'LEMON JUICE': 1, 'BLACK SALT': 0, 'DRY MANGO POWDER': 0.5, 'CHAAT MASALA': 0, 'BLACK PEPPER POWDER': 0, 'GHEE': 1}",25.0,60.0
223,Paneer Butter Masala,https://www.youtube.com/watch?v=bUounn_Bmy4,"{'TOMATOES': 4, 'GARLIC': 1, 'GINGER': 1, 'CORIANDER STEMS': 2, 'GREEN CHILLI': 1, 'KASHMIRI RED CHILLI POWDER': 0.5, 'CORIANDER POWDER': 1, 'CUMIN POWDER': 0.5, 'CASHEW': 15, 'OIL': 3, 'BUTTER': 4, 'PANEER': 500, 'SALT': 0, 'CUMIN SEEDS': 1, 'GREEN CARDAMOM': 3, 'CINNAMON': 0.5, 'BAY LEAF': 1, 'ONION': 3, 'TURMERIC POWDER': 0.25, 'SUGAR': 0, 'HOT WATER': 0, 'ROASTED KASURI METHI POWDER': 0, 'GARAM MASALA': 0, 'FRESH CREAM': 4, 'FRESH CORIANDER': 0}",15.0,25.0
224,Masala Omelette,https://www.youtube.com/watch?v=PkSGVhKEDas,"{'ONIONS': 1, 'TOMATOES': 1, 'EGGS': 3}",10.0,15.0
225,Gajar ka halwa / Gajrela,https://www.youtube.com/watch?v=OXD_8ObOkSs,"{'RED CARROT': 0.5, 'MILK': 1.5, 'SUGAR': 150, 'GREEN CARDAMOM POWDER': 0.25, 'GHEE': 1, 'ALMOND': 2, 'CAHSEW': 2, 'RAISIN': 1}",15.0,90.0
226,Masala Dosa,https://www.youtube.com/watch?v=R3Nvn1cOQMc,"{'RICE': '1 cup', 'LENTILS': '1/2 cup', 'POTATOES': '2', 'ONION': '1', 'GREEN CHILLIES': '2', 'CUMIN SEEDS': '1 tsp', 'MUSTARD SEEDS': '1 tsp', 'FENNEL SEEDS': '1 tsp', 'CURRY LEAVES': '5-6'}",20.0,15.0
227,Kada Parshad,https://www.youtube.com/watch?v=3lxuPRzkdGQ,"{'GHEE': 1, 'KARKARA AATA': 1, 'SUGAR': 1, 'WATER': 2}",5.0,15.0
228,Veg Chowmein,https://www.youtube.com/watch?v=j5o7RUtyaRw,"{'NOODLES': 200, 'WATER': 0, 'OIL': 4, 'GINGER': 1, 'GARLIC': 1, 'GREEN CHILLI': 2, 'ONION': 1, 'CARROT': 1, 'CAPSICUM': 1, 'CABBAGE': 0.5, 'SUGAR': 0, 'SPRING ONION BULBS': 2, 'WHITE PEPPER POWDER': 0, 'SALT': 0, 'DARK SOY SAUCE': 1, 'VINEGAR': 0.5, 'KETCHUP': 1, 'RED CHILLI SAUCE': 1, 'SPRING ONION GREENS': 0}",25.0,10.0
229,Chocolate Strawberry Cake,https://www.youtube.com/watch?v=lm4M6xfawvk,"{'BUTTER': 100, 'CASTOR SUGAR': 15, 'CONDENSED MILK': 200, 'VANILLA ESSENCE': 5, 'MILK': 100, 'CURD': 55, 'VINEGAR': 0.5, 'REFINED FLOUR': 100, 'COCOA POWDER': 30, 'BAKING SODA': 1, 'DARK CHOCOLATE COMPOUND': 200, 'FRESH CREAM': 100, 'STRAWBERRY': 300, 'POWDERED SUGAR': 2, 'SUGAR': 0.25, 'BOILING WATER': 0.5, 'NUTELLA': 150}",20.0,50.0
230,Anda Tawa Masala,https://www.youtube.com/watch?v=4ux8wH0FHJw,"{'GARLIC': 15, 'GINGER': 1, 'GREEN CHILLI': 7, 'FRESH CORIANDER': 2, 'WATER': 0, 'EGGS': 6, 'OIL': 7, 'TURMERIC POWDER': 0.5, 'KASHMIRI RED CHILLI POWDER': 2.5, 'SALT': 0, 'CUMIN SEEDS': 0.5, 'ONION': 3, 'CORIANDER POWDER': 2, 'GARAM MASALA': 0.5, 'HOT WATER': 0, 'TAMARIND PULP': 1, 'PAV': 0}",15.0,25.0
231,Honey Chilli Potatoes,https://www.youtube.com/watch?v=fWpe1hiMSlI,"{'POTATO': '3-4 NOS.', 'VINEGAR': '1 TSP', 'REFINED FLOUR': '1/2 CUP', 'CORN FLOUR': '2 TBSP', 'BLACK PEPPER POWDER': 'A PINCH', 'BAKING SODA': 'A PINCH', 'WATER': '4 TBSP', 'OIL': '2-3 TBSP', 'GINGER': '1 TBSP', 'GARLIC': '2 TBSP', 'GREEN CHILLI': '2-3 NOS.', 'SPRING ONION BULBS': '2 TBSP', 'HOMEMADE SCHEZWAN SAUCE': '2 TBSP', 'RED CHILLI SAUCE': '1 TBSP', 'KETCHUP': '3 TBSP', 'LIGHT SOY SAUCE': '1 TSP', 'HONEY': '2-3 TBSP', 'WHITE PEPPER POWDER': 'A PINCH', 'ONION': '1 NO.', 'CAPSICUM': '1 NO.', 'FRESH CORIANDER': 'A SMALL HANDFUL', 'SPRING ONION GREENS': 'A SMALL HANDFUL'}",20.0,20.0
232,Dal Baati Churma,https://www.youtube.com/watch?v=oFIF-p7VDs4,"{'WHEAT': '2 cups', 'MOTH DAL': '1 cup', 'CHANA DAL': '1/2 cup', 'TOMATOES': '2', 'ONION': '1', 'GINGER': '1 inch', 'GARLIC': '4 cloves', 'GREEN CHILLI': '2', 'OIL': '2 tbsp', 'GHEE': '1/2 cup', 'SUGAR': '1/2 cup', 'WATER': 'as needed'}",45.0,60.0
233,Dal Baati Churma,https://www.youtube.com/watch?v=v9nmPdL2PVA,"{'MOTH DAL': '1 cup', 'CHANA DAL': '1/2 cup', 'WHEAT FLOUR': '2 cups', 'GHEE': '1/2 cup'}",30.0,60.0
234,Masala Dosa,https://www.youtube.com/watch?v=PFG1aeYgi7c,"{'DOSA RICE / MOTI RICE': 3, 'PARBOILED RICE': 1, 'URAD GOTA': 1, 'POHA': 0.33, 'FENUGREEK SEEDS': 0.5, 'WATER': 0, 'SALT': 1, 'SUGAR': 1, 'OIL': 2, 'MUSTARD SEEDS': 0.5, 'URAD DAL': 0.5, 'CHANA DALA': 0.5, 'CASHEW': 0.5, 'ASAFOETIDA': 0.5, 'GREEN CHILLI': 3, 'GINGER': 1, 'GARLIC': 1, 'CURRY LEAVES': 8, 'ONION': 3, 'HOT WATER': 500, 'POTATO': 4, 'TURMERIC POWDER': 0.5, 'FRESH CORIANDER': 0, 'COCONUT': 1, 'ROASTED CHANA DAL': 0.33, 'CUMIN POWDER': 0, 'BLACK PEPPER POWDER': 0, 'RED CHILLI': 2, 'CHANA DAL': 2, 'KASHMIRI RED CHILLI': 3, 'TOMATO': 6, 'GHEE': 0}",35.0,35.0
235,Gur Papdi / Gor Papdi / Sukhdi,https://www.youtube.com/watch?v=v_5lQdTl-fE,"{'MELON SEEDS': '1/3 CUP', 'WHITE SESAME SEEDS': '1/3 CUP', 'DRY COCONUT': '1/3 CUP', 'EDIBLE GUM': '1/3 CUP', 'CASHEW': '1/2 CUP', 'ALMOND': '1/2 CUP', 'GHEE': '1.5 CUPS', 'WHEAT FLOUR': '1 CUP', 'KARKARA AATA': '1 CUP', 'GREEN CARDAMOM POWDER': '1/2 TSP', 'LONG PEPPER POWDER': '1 TBSP', 'GINGER POWDER': '1 TBSP', 'NUTMEG': 'A PINCH', 'JAGGERY': '1 CUP'}",15.0,30.0
236,Aloo Tiffin Roll,https://www.youtube.com/watch?v=40jfiIDDuRA,"{'CARROT': 0.5, 'GREEN PEAS': 0.25, 'CAULIFLOWER': 0.25, 'FRENCH BEANS': 0.25, 'CAPSICUM': 0.5, 'OIL': 1, 'CUMIN SEEDS': 1, 'GREEN CHILLI': 1, 'GINGER GARLIC PASTE': 2, 'ASAFOETIDA': 0, 'SALT': 0, 'POTATO': 4, 'TURMERIC POWDER': 0.5, 'CORIANDER POWDER': 1, 'GARAM MASALA': 0.5, 'FRESH CORIANDER': 0, 'LEMON JUICE': 1, 'BUTTER': 1, 'ROTI': 1, 'KETCHUP': 0, 'RED CHILLI SAUCE': 0, 'PROCESSED CHEESE': 0, 'FRANKIE MASALA': 0}",20.0,20.0
237,Dal Baati Churma,https://www.youtube.com/watch?v=Vxmcf8JB300,"{'MOONG DAL': 1, 'CHANA DAL': 1, 'WHEAT FLOUR': 2, 'GHEE': 1, 'SUGAR': 1, 'DATES': 1, 'ALMONDS': 1, 'WATER': 0}",30.0,60.0
238,Malvani Chicken Curry,https://www.youtube.com/watch?v=hoS6EIUxn-4,"{'FRESH CORIANDER': 'A HANDFUL', 'GREEN CHILLI': 4, 'GINGER': 2, 'GARLIC': 15, 'WATER': 'AS REQUIRED', 'CHICKEN': 2000, 'SALT': 'TO TASTE', 'TURMERIC POWDER': 0.25, 'MALVANI MASALA': 3, 'LEMON JUICE': 1, 'OIL': 5, 'ONION': 3, 'CORIANDER SEEDS': 1, 'BLACK PEPPERCORNS': 1, 'CLOVES': 3, 'CINNAMON': 0.5, 'COCONUT': 1.5, 'KASHMIRI RED CHILLI POWDER': 2, 'HOT WATER': 'AS REQUIRED'}",20.0,75.0
239,Masala Dosa,https://www.youtube.com/watch?v=kn6tlBU-Rqc,"{'RICE': '1 cup', 'Urad Dal': '1/2 cup', 'POTATOES': '2', 'ONIONS': '1', 'GREEN CHILLIES': '2', 'CUMIN SEEDS': '1 tsp', 'MUSTARD SEEDS': '1/2 tsp', 'CURRY LEAVES': 'few', 'OIL': '2 tbsp'}",30.0,20.0
240,Malvani Masala,https://www.youtube.com/watch?v=7-aln33Z9lc,"{'BYADGI CHILLI': 300, 'SANKESHWARI CHILLI': 50, 'PANDI CHILLI': 50, 'CORIANDER SEEDS': 80, 'CUMIN SEEDS': 15, 'CARAWAY SEEDS': 10, 'FENNEL SEEDS': 20, 'MUSTARD SEEDS': 10, 'POPPY SEEDS': 20, 'BLACK PEPPERCORNS': 20, 'CLOVES': 8, 'NAGKESAR': 8, 'KABAB CHINI': 5, 'STAR ANISE': 5, 'TRIPHALA': 5, 'BLACK CARDAMOM': 3, 'GREEN CARDAMOM': 15, 'MACE': 8, 'WILD MACE': 5, 'STONE FLOWER': 3, 'CINNAMON STICK': 5, 'NUTMEG': 1, 'TURMERIC': 10, 'ASAFOETIDA': 3, 'BAY LEAF': 10, 'FENUGREEK SEEDS': 3}",15.0,25.0
241,Dal Baati Churma,https://www.youtube.com/watch?v=uJJVcncYssI,"{'MOONG DAL': '1 cup', 'CHANA DAL': '1/2 cup', 'WHEAT FLOUR': '2 cups', 'GHEE': 'as needed', 'SUGAR': '1 cup', 'DATES': '1/2 cup', 'NUTS': 'as needed'}",30.0,60.0
242,Dal Dhokli,https://www.youtube.com/watch?v=ro8pCoI6Xc8,"{'TOOR DAL': 1, 'WATER': 3, 'TURMERIC POWDER': 0.25, 'SALT': 0, 'PEANUTS': 2, 'GHEE': 2, 'CUMIN SEEDS': 0.5, 'MUSTARD SEEDS': 0.5, 'CLOVES': 4, 'CINNAMON': 0.5, 'RED CHILLI': 2, 'FENUGREEK SEEDS': 0.5, 'ASAFOETIDA': 0.5, 'CURRY LEAVES': 10, 'TOMATO': 1, 'GINGER CHILLI PASTE': 1, 'KASHMIRI RED CHILLI POWDER': 0.5, 'JAGGERY': 1, 'TAMARIND PULP': 1, 'WHEAT FLOUR': 1, 'GRAM FLOUR': 1, 'CAROM SEEDS': 0.5, 'OIL': 2, 'FRESH CORIANDER': 0}",15.0,35.0
243,Mutton Curry (cooker),https://www.youtube.com/watch?v=YfjyoYBnqRQ,"{'MUTTON': 1000, 'SALT': 0, 'TURMERIC POWDER': 0.5, 'LEMON JUICE': 1, 'GINGER GARLIC CHILLI PASTE': 3, 'CURD': 200, 'OIL': 3, 'GHEE': 3, 'CUMIN SEEDS': 1, 'GREEN CARDAMOM': 2, 'BAY LEAF': 2, 'BLACK CARDAMOM': 1, 'CINNAMON STICK': 1, 'ONION': 350, 'GREEN CHILLI': 2, 'KASHMIRI RED CHILLI POWDER': 2, 'SPICY RED CHILLI': 1, 'GARAM MASALA': 0.5, 'HOT WATER': 0, 'ROASTED KASURI METHI POWDER': 0, 'FRESH CORIANDER': 0}",15.0,30.0
244,Cheesy Paneer Bread Pockets,https://www.youtube.com/watch?v=AdClP3stEyE,"{'PANEER': 250, 'GREEN CHILLI': 2, 'SPRING ONION GREENS': 0.33, 'BLACK PEPPERCORNS': 0.5, 'SALT': 0, 'POWDERED SUGAR': 1, 'GARLIC': 5, 'CURD': 2, 'MAYONNAISE': 3, 'LEMON JUICE': 1, 'BREAD SLICES': 0}",15.0,25.0
